0	0
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	6
0	11
0	12
0	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	33
1	34
1	35
1	36
1	37
1	38
1	12
1	20
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
1	47
1	48
1	49
1	50
1	51
1	52
1	53
1	54
1	55
1	56
1	57
1	58
1	59
1	60
1	61
1	62
1	63
1	44
1	64
1	65
1	66
1	62
1	67
1	68
1	51
1	69
1	57
1	58
1	70
1	71
1	60
1	70
1	46
1	62
1	72
1	73
1	74
2	75
2	76
2	77
2	78
2	79
2	80
2	81
2	82
2	83
2	84
2	85
2	86
2	20
2	87
2	88
2	89
2	24
2	90
2	91
2	92
2	93
2	94
2	26
2	95
2	96
2	97
2	88
2	87
2	98
2	99
2	100
2	101
2	102
2	103
2	78
2	104
2	105
2	76
2	106
2	78
2	104
2	107
2	78
2	108
2	109
2	110
2	111
2	112
2	113
2	76
2	114
2	115
2	116
2	117
2	78
2	118
2	119
2	120
2	121
2	122
2	123
2	124
2	125
2	126
2	127
2	128
2	129
2	130
2	131
2	132
2	133
2	134
2	135
2	136
2	137
2	132
2	133
2	134
2	138
2	139
2	140
2	132
2	133
2	134
2	134
2	141
2	142
2	143
2	144
2	144
2	145
2	146
2	147
2	148
2	132
2	133
2	134
2	138
2	149
2	150
2	132
2	133
2	134
2	138
2	151
2	152
2	153
2	154
2	116
2	155
2	156
2	157
2	78
2	158
2	159
2	160
2	161
2	162
2	163
2	164
2	165
2	166
2	167
2	168
2	169
2	4
2	170
2	171
2	172
2	173
2	174
2	160
2	175
2	176
2	177
2	178
2	179
2	180
2	181
2	88
2	182
2	183
2	161
2	184
2	179
2	78
2	185
2	186
2	187
2	188
2	189
2	177
2	179
2	130
2	190
2	191
2	126
2	192
2	193
2	194
2	136
2	137
2	132
2	133
2	134
2	138
2	139
2	140
2	132
2	133
2	134
2	134
2	122
2	123
2	132
2	133
2	134
2	138
2	141
2	142
2	143
2	144
2	144
2	145
2	146
2	147
2	148
2	132
2	133
2	134
2	138
2	149
2	150
2	132
2	133
2	134
2	135
2	151
2	153
2	154
2	116
2	195
2	196
2	197
2	198
2	199
2	37
2	200
2	55
2	116
2	201
2	172
2	202
2	203
2	154
2	204
2	205
2	160
2	206
2	207
2	161
2	153
2	208
2	209
2	210
2	211
2	55
2	116
2	212
2	78
2	213
2	79
2	214
2	215
2	216
2	6
2	217
2	218
2	201
2	159
2	160
2	161
2	219
2	153
2	88
2	220
2	221
2	222
2	171
2	88
2	223
2	224
2	225
2	113
2	50
2	226
2	159
2	160
2	227
2	177
2	228
2	229
2	230
2	231
2	232
2	169
2	233
2	116
2	234
2	230
2	235
2	236
2	188
2	237
2	238
2	239
2	20
2	240
2	167
2	12
2	169
2	241
2	242
2	169
2	241
2	50
2	243
2	244
2	245
2	159
2	160
2	161
2	206
2	246
2	247
2	248
2	249
2	113
2	250
2	164
2	251
2	4
2	252
2	253
2	169
2	211
2	254
2	172
2	155
2	201
2	255
2	86
2	256
2	257
2	258
2	259
2	260
2	261
2	55
2	116
2	262
2	263
2	220
2	89
2	159
2	160
2	113
2	201
2	264
2	265
2	266
2	231
2	232
2	169
2	267
2	268
2	42
2	269
2	270
2	271
2	116
2	177
2	230
2	272
2	263
2	116
2	273
2	159
2	274
2	275
2	276
2	277
2	278
2	279
2	116
2	280
2	159
2	160
2	281
2	3
2	282
2	42
2	283
2	284
2	235
2	285
2	157
2	204
2	165
2	286
2	287
2	288
2	4
2	289
2	153
2	88
2	55
2	116
2	290
2	50
2	243
2	177
2	291
2	292
2	293
2	201
2	294
2	230
2	169
2	169
2	295
2	272
2	296
2	115
2	116
2	297
2	298
2	291
2	299
2	300
2	301
2	302
2	303
2	304
2	305
2	55
2	116
2	214
2	106
2	153
2	306
2	307
2	308
2	309
2	177
2	310
2	311
2	153
2	92
2	312
2	285
2	313
2	260
2	314
2	315
2	316
2	188
2	305
2	317
2	106
2	78
2	318
2	319
2	320
2	321
2	122
2	322
2	141
2	142
2	323
2	310
2	324
2	325
2	188
2	153
2	116
2	214
2	122
2	326
2	325
2	223
2	224
2	113
2	322
2	327
2	115
2	122
2	328
2	113
2	122
2	141
2	322
2	329
